Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
;;;;;;004;18434;Schneider, Darryl W.;21.6%;;2.7%;;18.9%;10.8%;8.1%;27.0%;;2.7%;2.7%;;;;2.7%;;;;;;;;2.7%;
;;;;;;010;14929;Lim-Kessler, Corrinne C.;51.3%;2.6%;12.8%;;12.8%;;10.3%;5.1%;;2.6%;;;;;;;;;;;;;2.6%;
;;;;;;012;14931;Swisher, Melissa J.;47.4%;;2.6%;;26.3%;;2.6%;7.9%;;5.3%;2.6%;;;;;;;;;;;;5.3%;
;;20300;Intro Res Meth In Psy;202420;Spring 2024;010;18459;Swisher, Melissa J.;41.3%;;;;32.1%;;3.7%;13.8%;;1.8%;2.8%;;0.9%;;2.8%;;;;;;;;0.9%;
;;;;;;011;14946;Swisher, Melissa J.;46.6%;;1.7%;;31.9%;;2.6%;6.9%;;0.9%;2.6%;;;;3.4%;0.9%;;;;;;;2.6%;
;;;Intro Res Meth In Psy-Honors;202420;Spring 2024;010;18459;Swisher, Melissa J.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;011;14946;Swisher, Melissa J.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;22200;Intro Behvr Neurosci;202420;Spring 2024;001;69747;Lim-Kessler, Corrinne C.;54.6%;12.0%;2.8%;;15.3%;;9.2%;1.6%;;0.8%;0.4%;0.4%;0.4%;;1.2%;0.4%;;;;;;;0.8%;
;;;Intro Behvr Neurosci-Honors;202420;Spring 2024;001;69747;Lim-Kessler, Corrinne C.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;23500;Child Psychology;202420;Spring 2024;006;21183;Hollich, George J.;55.4%;2.3%;27.9%;;5.8%;0.8%;2.3%;0.4%;0.4%;0.8%;0.4%;;;;2.3%;0.8%;;;;;;;0.4%;
;;;Child Psychology-Honors;202420;Spring 2024;006;21183;Hollich, George J.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;24000;Intro Social Psych;202420;Spring 2024;001;18464;Gulker, Jill E.;26.3%;24.2%;12.3%;;4.7%;5.5%;13.1%;3.4%;1.3%;3.8%;0.4%;0.4%;1.7%;;2.1%;0.4%;;0.4%;;;;;;
;;;;;;002;22951;Cheek, Nathan N.;21.6%;18.9%;14.1%;;12.4%;6.5%;10.3%;3.2%;2.2%;6.5%;0.5%;;1.1%;;1.1%;;;0.5%;;;;;1.1%;
;;;Intro Social Psych-Honors;202420;Spring 2024;001;18464;Gulker, Jill E.;66.7%;33.3%;;;;;;;;;;;;;;;;;;;;;;
;;27200;Intro To Ind-Org Psych;202420;Spring 2024;001;26422;Hou, Xin;56.2%;9.1%;;;16.4%;3.2%;4.1%;2.7%;0.5%;2.3%;1.4%;0.5%;0.5%;;0.9%;;;;;;;;2.3%;
;;;Intro To Ind-Org Psych-Honors;202420;Spring 2024;001;26422;Hou, Xin;50.0%;50.0%;;;;;;;;;;;;;;;;;;;;;;
;;30600;Understanding & Analyzing Exp;202420;Spring 2024;001;69702;Agnew, Christopher R.;52.9%;17.6%;5.9%;;5.9%;;5.9%;5.9%;;;;;;;;;;;;;;;5.9%;
;;32400;Intro Cog Neurosci;202420;Spring 2024;002;23951;Lee, Hongmi;11.7%;16.7%;1.7%;;18.3%;11.7%;20.0%;3.3%;3.3%;10.0%;;;;;;;;;;;;;3.3%;
;;33500;Stereotyping And Prej;202420;Spring 2024;001;17625;Ward, Erin S.;42.9%;27.4%;9.5%;;6.0%;3.6%;6.0%;2.4%;;;;;;;1.2%;;;;;;;;1.2%;
;;34200;Psych Of Personality;202420;Spring 2024;001;69784;Samuel, Douglas B.;10.0%;14.3%;24.3%;;8.6%;5.7%;11.4%;7.1%;2.9%;8.6%;1.4%;;2.9%;;2.9%;;;;;;;;;
;;;Psych Of Personality-Honors;202420;Spring 2024;001;69784;Samuel, Douglas B.;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;35000;Abnormal Psychology;202420;Spring 2024;002;18473;Eckhardt, Christopher I.;31.9%;17.7%;4.6%;;13.8%;3.5%;18.1%;1.5%;1.5%;5.4%;;0.4%;0.4%;;0.4%;;;;;;;;0.8%;
;;;;;;005;15066;William, Colin T.;13.9%;18.8%;;;17.7%;10.9%;16.9%;5.3%;2.6%;4.5%;2.6%;1.1%;0.4%;;1.5%;0.4%;;;;;;;3.4%;
;;;Abnormal Psychology-Honors;202420;Spring 2024;002;18473;Eckhardt, Christopher I.;66.7%;;16.7%;;16.7%;;;;;;;;;;;;;;;;;;;
;;;;;;005;15066;William, Colin T.;57.1%;;;;14.3%;;28.6%;;;;;;;;;;;;;;;;;
;;35200;Intro To Neuropsychology;202420;Spring 2024;001;20168;Fox, Edward A.;57.8%;;;;35.6%;;;4.4%;;;;;;;;;;;;;;;2.2%;
;;35400;Close Relationships;202420;Spring 2024;001;22952;Gulker, Jill E.;18.5%;17.3%;2.5%;;6.2%;12.3%;11.1%;6.2%;3.7%;9.9%;;;4.9%;;3.7%;;;;;;;;3.7%;
;;;Close Relationships-Honors;202420;Spring 2024;001;22952;Gulker, Jill E.;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;37600;Attention & Cognitive Control;202420;Spring 2024;001;17742;Schneider, Darryl W.;9.2%;1.5%;6.2%;;13.8%;6.2%;3.1%;20.0%;4.6%;3.1%;13.8%;1.5%;1.5%;;7.7%;;;;;;;;7.7%;
;;38000;Behavior Change Methds;202420;Spring 2024;001;69370;Swisher, Melissa J.;50.6%;;;;20.3%;;6.3%;15.2%;;1.3%;3.8%;;;;1.3%;;;;;;;;1.3%;
;;39000;Res Exper In Psych;202420;Spring 2024;002;12343;Kelleher, Bridgette L.;57.9%;;;;;;;;;;;;;;;;;42.1%;;;;;;
;;;;;;008;12375;Kung, Yk Hei Franki;58.3%;;;;;;;;;;;;;;;;;41.7%;;;;;;
;;;;;;044;12779;Karalunas, Sarah;75.0%;;;;;;;;;;;;;;;;;25.0%;;;;;;
;;39200;Judgement And Decision Making;202420;Spring 2024;001;15073;Broomell, Stephen B.;19.2%;21.2%;19.2%;;7.7%;7.7%;13.5%;;;7.7%;;3.8%;;;;;;;;;;;;
;;;Ostracism Reject&Exclu -Honors;202420;Spring 2024;009;24866;Williams, Kipling D.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Ostracism Rejection&Exclusion;202420;Spring 2024;009;24866;Williams, Kipling D.;27.1%;22.9%;8.3%;;12.5%;8.3%;14.6%;2.1%;;2.1%;;;;;;;;;;;;;2.1%;
;;;Positive Work Psychology;202420;Spring 2024;003;15113;Woo, Sang Eun;60.0%;1.8%;30.9%;;;;1.8%;1.8%;;;;;;;3.6%;;;;;;;;;
;;;Psy Of The Climate Crisis;202420;Spring 2024;004;15114;Kemmerer, David L.;45.5%;13.6%;;;20.5%;4.5%;6.8%;2.3%;2.3%;;;;;;2.3%;;;;;;;;2.3%;
;;;Psychology Of Gender;202420;Spring 2024;014;12041;Gulker, Jill E.;7.8%;20.8%;7.8%;;14.3%;11.7%;10.4%;6.5%;6.5%;6.5%;;;1.3%;;3.9%;;;;;;;;2.6%;
;;;Research Seminar III-Honors;202420;Spring 2024;H12;28143;Redick, Thomas S.;86.7%;;13.3%;;;;;;;;;;;;;;;;;;;;;
;;;Psychology Of Trauma;202420;Spring 2024;010;69783;Noll, James P.;;12.2%;;;20.4%;14.3%;8.2%;10.2%;6.1%;6.1%;6.1%;;2.0%;;6.1%;;;2.0%;;;;;6.1%;
;;40300;Psycholinguistics;202420;Spring 2024;001;28394;Kaganovich, Natalya B.;50.0%;;;;30.0%;;;15.0%;;;;;;;;;;;;;;;5.0%;
;;40400;Honors Res Seminar I;202420;Spring 2024;H01;26502;Redick, Thomas S.;90.9%;9.1%;;;;;;;;;;;;;;;;;;;;;;
;;41800;Understanding Autism;202420;Spring 2024;001;19664;Keehn, Brandon M.;46.2%;15.4%;;;17.9%;7.7%;2.6%;2.6%;2.6%;;;;;;5.1%;;;;;;;;;
;;;Understanding Autism-Honors;202420;Spring 2024;001;19664;Keehn, Brandon M.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;42600;Language Development;202420;Spring 2024;001;21334;Krok, Windi C.;22.2%;16.7%;5.6%;;5.6%;5.6%;5.6%;11.1%;5.6%;;5.6%;;5.6%;;11.1%;;;;;;;;;
;;57700;Human Factors In Engr;202420;Spring 2024;001;18492;Duffy, Vincent G.;30.8%;15.4%;30.8%;;;;7.7%;;;7.7%;;;;;;;;;;;;;7.7%;
;;59100;Family Violence;202420;Spring 2024;003;69355;Eckhardt, Christopher I.;45.5%;;45.5%;;;;;;;4.5%;4.5%;;;;;;;;;;;;;
;;62601;Bayesian Stats For Psych Sci;202420;Spring 2024;001;13713;Francis, Gregory S.;31.3%;12.5%;;6.3%;;;31.3%;;6.3%;;;;;;;;;;;;;;12.5%;
;;63100;Multiple Regression Analysis;202420;Spring 2024;001;22956;Lynam, Donald R.;61.1%;;;5.6%;33.3%;;;;;;;;;;;;;;;;;;;
;;63300;Pro Seminar Cognitive;202420;Spring 2024;001;26527;Chiu, Yu-Chin;;;;;;;;;;;;;;;;;;100.0%;;;;;;
;;67900;Adv Outside Pract Clin;202420;Spring 2024;118;26657;South, Susan C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;69200;Pro-Sem Clinical Psy;202420;Spring 2024;002;26686;Lynam, Donald R.;;;;;;;;;;;;;;;;;;100.0%;;;;;;
PUBH;PUBH-Public Health;10001;Intro To Public Health;202420;Spring 2024;001;14333;Hubach, Randolph D.;67.9%;7.1%;;;3.6%;;10.7%;;;;10.7%;;;;;;;;;;;;;
;;20500;Basic Public Health Studies;202420;Spring 2024;001;21311;Bailey, Kelley C.;65.7%;5.7%;10.0%;;8.6%;1.4%;5.7%;;;1.4%;1.4%;;;;;;;;;;;;;
;;23000;Community Cultur Hlth Perspect;202420;Spring 2024;001;69749;Chang Alexander, Stewart C.;25.5%;21.3%;38.3%;;4.3%;4.3%;4.3%;;;;;;;;2.1%;;;;;;;;;
;;29500;Intern & Career Prep;202420;Spring 2024;001;27471;Walker, Beth A.;37.2%;2.3%;44.2%;;4.7%;;2.3%;2.3%;;4.7%;2.3%;;;;;;;;;;;;;
;;30500;Health Educ Elem Sch;202420;Spring 2024;001;21316;Bailey, Kelley C.;45.7%;17.1%;5.7%;;8.6%;5.7%;8.6%;;;5.7%;;;;;2.9%;;;;;;;;;
;;;;;;002;13825;Bailey, Kelley C.;36.4%;9.1%;6.8%;;15.9%;4.5%;6.8%;9.1%;2.3%;;;;;;6.8%;;;;;;;;2.3%;
;;;Health Educ Elem Sch-Honors;202420;Spring 2024;002;13825;Bailey, Kelley C.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;32000;Hlth Behavior Promo;202420;Spring 2024;001;69760;Stigar, Lorraine V.;27.8%;18.5%;;;37.0%;3.7%;7.4%;1.9%;;3.7%;;;;;;;;;;;;;;
;;;Hlth Behavior Promo-Honors;202420;Spring 2024;001;69760;Stigar, Lorraine V.;;;;;100.0%;;;;;;;;;;;;;;;;;;;
;;32500;Meth Hlth Promo & Ed;202420;Spring 2024;001;21324;Bailey, Kelley C.;28.9%;39.5%;;;18.4%;;10.5%;2.6%;;;;;;;;;;;;;;;;
;;;Meth Hlth Promo & Ed-Honors;202420;Spring 2024;001;21324;Bailey, Kelley C.;;100.0%;;;;;;;;;;;;;;;;;;;;;;
;;36500;Public Health Research Methods;202420;Spring 2024;001;69761;Laroche, Kathryn J.;8.8%;17.6%;29.4%;2.9%;17.6%;5.9%;2.9%;2.9%;2.9%;;;;;;8.8%;;;;;;;;;
;;38000;Public Health Policy;202420;Spring 2024;001;69762;Usidame, Omobukola O.;43.8%;;31.3%;;6.3%;12.5%;;;;;;;;;6.3%;;;;;;;;;
;;40000;Human Diseases Disord;202420;Spring 2024;001;21326;Walker, Beth A.;58.8%;7.5%;16.3%;;7.5%;;2.5%;1.3%;;3.8%;;;;;1.3%;;;;;;;;1.3%;
;;40500;Principle Epidemiology;202420;Spring 2024;001;21327;Banda, Jorge A.;15.2%;18.2%;27.3%;;3.0%;9.1%;24.2%;;;;;;;;3.0%;;;;;;;;;
;;48000;Internship Public Health;202420;Spring 2024;001;21329;Walker, Beth A.;27.3%;3.0%;66.7%;;;;3.0%;;;;;;;;;;;;;;;;;
;;49000;PUBH In Dominican Republic;202420;Spring 2024;002;14898;DeMaria, Andrea;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;50100;Intro To Health Equity;202420;Spring 2024;001;14483;Mahaffey, Carlos C.;12.5%;;75.0%;;;;6.3%;;;;;;;;;;;;;;;;6.3%;
;;52600;Randomized Control Trials;202420;Spring 2024;001;26946;Munson, Christina E.;58.3%;;25.0%;;16.7%;;;;;;;;;;;;;;;;;;;
;;60000;Prof Development PH Seminar;202420;Spring 2024;001;30152;Stapleton, Shauna S.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
;;60400;Public Health Administration;202420;Spring 2024;002;20475;Mullen, Cody J.;78.9%;;15.8%;;;;5.3%;;;;;;;;;;;;;;;;;
;;60600;Design/Anlys Public Health;202420;Spring 2024;003;23971;Anwar, Amnah;80.6%;13.9%;;;2.8%;;;;;2.8%;;;;;;;;;;;;;;
;;60800;Culminating Experience;202420;Spring 2024;002;17004;Mullen, Cody J.;94.7%;5.3%;;;;;;;;;;;;;;;;;;;;;;
;;69400;Grad Seminar In Public Health;202420;Spring 2024;001;30137;Hubach, Randolph D.;;;;;;;;;;;;;;;;;;;;100.0%;;;;
REL;REL-Religious Studies;20000;Intro To Study Of Rel;202420;Spring 2024;001;15945;Smith, Daniel W.;28.6%;22.9%;8.6%;;8.6%;5.7%;14.3%;;;;;;;;5.7%;2.9%;;;;;;;2.9%;
;;23000;Religions Of The East;202420;Spring 2024;001;25515;Ryba, Thomas W.;;6.7%;6.7%;;26.7%;6.7%;33.3%;6.7%;;13.3%;;;;;;;;;;;;;;
;;;Religions Of The East-Honors;202420;Spring 2024;001;25515;Ryba, Thomas W.;;;;;;;;;;100.0%;;;;;;;;;;;;;;
;;23100;Religions Of The West;202420;Spring 2024;001;10592;Ryba, Thomas W.;5.9%;17.6%;41.2%;;5.9%;11.8%;5.9%;;;5.9%;;5.9%;;;;;;;;;;;;
;;31800;Bible & Early Intrpret;202420;Spring 2024;001;18521;Dodson, Joseph R.;37.5%;12.5%;6.3%;;6.3%;;12.5%;6.3%;;;;;;;6.3%;6.3%;6.3%;;;;;;;
;;49100;St Augustine;202420;Spring 2024;001;18560;Ryba, Thomas W.;15.4%;15.4%;38.5%;7.7%;;;;;;;;;;;;7.7%;;;;;;;15.4%;
RUSS;RUSS-Russian;10200;Russian Level II;202420;Spring 2024;001;15010;Dick, Ekaterina D.;25.0%;8.3%;41.7%;;;;25.0%;;;;;;;;;;;;;;;;;
;;;;;;002;15011;Kuleshova, Deliya P.;45.5%;;9.1%;;18.2%;9.1%;9.1%;9.1%;;;;;;;;;;;;;;;;
;;;Russian Level II-Honors;202420;Spring 2024;002;15011;Kuleshova, Deliya P.;;;;;;;100.0%;;;;;;;;;;;;;;;;;
;;20200;Russian Level IV;202420;Spring 2024;001;14519;Gabrielov, Amina;26.7%;6.7%;53.3%;;6.7%;;;6.7%;;;;;;;;;;;;;;;;
;;;Russian Level IV-Honors;202420;Spring 2024;001;14519;Gabrielov, Amina;50.0%;;50.0%;;;;;;;;;;;;;;;;;;;;;
;;30200;Russian Level VI;202420;Spring 2024;001;26776;Gabrielov, Amina;36.4%;18.2%;36.4%;;;;;9.1%;;;;;;;;;;;;;;;;
;;38000;Russian Culture & Civ I;202420;Spring 2024;001;19989;Gabrielov, Amina;45.5%;;36.4%;;9.1%;;;;;;;;;;9.1%;;;;;;;;;
SCI;SCI-General Science;19500;Women In Science Program;202420;Spring 2024;001;15207;Kaspar, Constance;;;;47.3%;;;;;;;;;;;;;;52.7%;;;;;;
;;;;;;002;22770;Kaspar, Constance;;;;78.3%;;;;;;;;;;;;;4.3%;13.0%;;;;;4.3%;
SCLA;SCLA-Studies Coll Liberal Arts;10100;Crit Think & Com I;202420;Spring 2024;001;15134;Wedow, Lindsey K.;16.0%;28.0%;4.0%;;24.0%;8.0%;8.0%;;;;;;;;;;;;;;;;12.0%;
;;;;;;002;15135;Wedow, Lindsey K.;23.8%;23.8%;4.8%;;4.8%;;23.8%;;4.8%;;;4.8%;;;4.8%;;;;;;;;4.8%;
;;;;;;005;15141;Wedow, Lindsey K.;;20.0%;13.3%;;6.7%;;33.3%;3.3%;3.3%;;;;;;6.7%;;;;;;;;13.3%;
;;;;;;006;15142;Wedow, Lindsey K.;21.7%;17.4%;8.7%;;21.7%;;8.7%;;;;;;;;4.3%;;;;;;;;17.4%;
;;;;;;038;15706;Mason, Claire E.;23.8%;4.8%;4.8%;;9.5%;;4.8%;4.8%;;;4.8%;;4.8%;;4.8%;;;;;;;;33.3%;
;;;;;;040;15708;Mason, Claire E.;3.6%;17.9%;;;21.4%;14.3%;7.1%;3.6%;;;7.1%;;;;3.6%;;;;;;;;21.4%;
;;;;;;042;20622;Mason, Claire E.;20.0%;5.0%;10.0%;;10.0%;;15.0%;;;10.0%;;;;;20.0%;;;;;;;;10.0%;
;;;;;;043;20623;Cuthbertson, Tara L.;10.0%;43.3%;;;;3.3%;36.7%;;;;;;;;3.3%;3.3%;;;;;;;;
;;;;;;044;21420;Cuthbertson, Tara L.;10.0%;23.3%;;;6.7%;10.0%;30.0%;3.3%;3.3%;;;;;;6.7%;3.3%;;;;;;;3.3%;
;;;;;;065;25756;Cuthbertson, Tara L.;10.7%;42.9%;;;17.9%;3.6%;14.3%;;;;;;;;7.1%;3.6%;;;;;;;;
;;;;;;067;25758;Cuthbertson, Tara L.;13.8%;34.5%;;;10.3%;6.9%;17.2%;3.4%;;3.4%;;;;;6.9%;3.4%;;;;;;;;
;;;;;;075;26888;Hamm, Lindsay M.;10.3%;6.9%;62.1%;;;3.4%;;3.4%;;3.4%;;;;;;;;;;;;;10.3%;
;;;;;;077;26890;Woodward, Elizabeth J.;23.3%;16.7%;20.0%;;6.7%;3.3%;10.0%;3.3%;3.3%;3.3%;;;3.3%;;6.7%;;;;;;;;;
;;;;;;078;26891;Bennett, Samuel C.;3.7%;22.2%;;;11.1%;14.8%;18.5%;3.7%;3.7%;11.1%;;3.7%;3.7%;;3.7%;;;;;;;;;
;;;;;;079;26892;Scudder, Mary F.;23.3%;20.0%;;;16.7%;3.3%;16.7%;6.7%;;3.3%;;;;;6.7%;;;;;;;;3.3%;
;;;;;;080;26893;Scudder, Mary F.;17.2%;34.5%;;;10.3%;3.4%;10.3%;;3.4%;3.4%;3.4%;;3.4%;;3.4%;;;;;;;;6.9%;
;;;;;;081;26894;Doyle, Joshua F.;37.9%;20.7%;27.6%;;;;6.9%;;;;;;;;;;;;;;;;6.9%;
;;;;;;082;26895;Maley, Corey J.;65.4%;11.5%;;;3.8%;3.8%;3.8%;;;;3.8%;;;;3.8%;;;;;;;;3.8%;
;;;;;;083;26896;Maley, Corey J.;64.0%;12.0%;;;4.0%;;8.0%;4.0%;;;;;;;4.0%;;;;;;;;4.0%;
;;;;;;106;29813;Mayes, Amanda S.;24.1%;10.3%;10.3%;;10.3%;10.3%;6.9%;3.4%;;3.4%;;6.9%;;;13.8%;;;;;;;;;
;;;;;;107;20959;Sivinski, Stacy M.;20.7%;27.6%;;;24.1%;;24.1%;;;;;;;;;;;;;;;;3.4%;
;;;;;;108;20968;Sivinski, Stacy M.;;8.0%;;;40.0%;16.0%;20.0%;;;;;;;;4.0%;;;;;;;;12.0%;
;;;;;;109;20973;Sivinski, Stacy M.;14.3%;21.4%;;;14.3%;;50.0%;;;;;;;;;;;;;;;;;
;;;;;;110;20996;Sivinski, Stacy M.;8.3%;16.7%;;;33.3%;;37.5%;;;;;;;;;;;;;;;;4.2%;
;;;;;;111;21002;Tosun, Tulin Ece;7.4%;22.2%;48.1%;;;3.7%;7.4%;;;3.7%;;;;;;;;;;;;;7.4%;
;;;;;;112;21003;Tosun, Tulin Ece;3.6%;14.3%;39.3%;;14.3%;7.1%;10.7%;;;3.6%;7.1%;;;;;;;;;;;;;
;;;;;;113;21008;Tosun, Tulin Ece;37.9%;13.8%;24.1%;;6.9%;;6.9%;;3.4%;;;;;;;;;;;;;;6.9%;
;;;;;;114;21009;Tosun, Tulin Ece;33.3%;23.3%;26.7%;;;3.3%;6.7%;;;;;;;;3.3%;3.3%;;;;;;;;
;;;;;;115;21013;Rdzak, Brandon W.;20.0%;13.3%;26.7%;;6.7%;3.3%;13.3%;;6.7%;6.7%;;;;;;;;;;;;;3.3%;
;;;;;;116;21014;Rdzak, Brandon W.;30.0%;16.7%;10.0%;;10.0%;6.7%;13.3%;3.3%;3.3%;3.3%;;;;;;;;;;;;;3.3%;
;;;;;;117;21016;Rdzak, Brandon W.;44.8%;13.8%;27.6%;;6.9%;;3.4%;;;;;;;;;;;;;;;;3.4%;
;;;;;;118;21018;Rdzak, Brandon W.;17.9%;28.6%;10.7%;;3.6%;7.1%;21.4%;;3.6%;;;;;;7.1%;;;;;;;;;
;;;;;;119;21019;Bennett, Samuel C.;7.7%;11.5%;;;23.1%;19.2%;15.4%;15.4%;3.8%;3.8%;;;;;;;;;;;;;;
;;;;;;124;22392;Bennett, Samuel C.;3.8%;19.2%;;;15.4%;15.4%;30.8%;11.5%;;3.8%;;;;;;;;;;;;;;
;;;;;;125;22403;Bennett, Samuel C.;13.8%;20.7%;;;20.7%;;20.7%;10.3%;;;;;3.4%;;;;;;;;;;10.3%;
;;;;;;126;22421;Bennett, Samuel C.;3.3%;16.7%;;;10.0%;16.7%;20.0%;10.0%;;3.3%;;;;;16.7%;;;;;;;;3.3%;
;;;;;;137;23313;Frketich, Elise F.;14.3%;42.9%;;;7.1%;10.7%;21.4%;;;;;;3.6%;;;;;;;;;;;
;;;;;;138;23314;Frketich, Elise F.;10.3%;20.7%;;;17.2%;13.8%;20.7%;3.4%;6.9%;;3.4%;;3.4%;;;;;;;;;;;
;;;;;;139;23315;Frketich, Elise F.;30.0%;26.7%;3.3%;;6.7%;13.3%;13.3%;;;3.3%;3.3%;;;;;;;;;;;;;
;;;;;;142;23331;Frketich, Elise F.;20.0%;23.3%;;;6.7%;6.7%;16.7%;10.0%;;6.7%;;;3.3%;;3.3%;;;;;;;;3.3%;
;;;;;;143;23332;Kantor, Alon;42.9%;10.7%;14.3%;;3.6%;3.6%;10.7%;;;3.6%;;;;;3.6%;;;;;;;;7.1%;
;;;;;;144;23333;Kantor, Alon;37.0%;11.1%;3.7%;;11.1%;;18.5%;;;;;;;;;;;;;;;;18.5%;
;;;;;;145;23334;Chen, Huiying;46.4%;21.4%;14.3%;;;;;3.6%;;7.1%;;3.6%;;;;;;;;;;;3.6%;
;;;;;;155;24999;Chen, Huiying;63.3%;3.3%;20.0%;;3.3%;3.3%;;3.3%;;;;3.3%;;;;;;;;;;;;
;;;;;;161;17031;Hauske, Matthew R.;33.3%;14.3%;4.8%;;4.8%;9.5%;19.0%;;;;;;;;4.8%;;;;;;;;9.5%;
;;;;;;162;17032;Hauske, Matthew R.;44.4%;14.8%;14.8%;;3.7%;7.4%;;;3.7%;;;3.7%;3.7%;;;;;;;;;;3.7%;
;;;;;;163;17037;Nichols, Michael D.;3.4%;27.6%;;;34.5%;6.9%;17.2%;;3.4%;3.4%;;;;;3.4%;;;;;;;;;
;;;;;;164;17038;Nichols, Michael D.;10.0%;35.0%;;;20.0%;5.0%;10.0%;5.0%;5.0%;5.0%;;;;;;;;;;;;;5.0%;
;;;;;;165;17039;Nichols, Michael D.;13.8%;17.2%;;;17.2%;10.3%;24.1%;10.3%;3.4%;3.4%;;;;;;;;;;;;;;
;;;;;;166;17040;Nichols, Michael D.;12.0%;28.0%;;;24.0%;4.0%;16.0%;4.0%;4.0%;4.0%;;;;;;;;;;;;;4.0%;
;;;;;;168;17043;Hauske, Matthew R.;34.8%;4.3%;13.0%;;;13.0%;4.3%;;8.7%;4.3%;4.3%;4.3%;;;4.3%;;;;;;;;4.3%;
;;;;;;169;17044;Hauske, Matthew R.;48.3%;6.9%;6.9%;;6.9%;3.4%;3.4%;6.9%;6.9%;;3.4%;3.4%;;;3.4%;;;;;;;;;
;;;;;;173;19691;Jones, Trenton C.;17.2%;24.1%;6.9%;;13.8%;13.8%;3.4%;;3.4%;3.4%;;;6.9%;;6.9%;;;;;;;;;
;;;;;;174;19692;Mayes, Amanda S.;23.3%;23.3%;10.0%;;6.7%;6.7%;6.7%;;3.3%;3.3%;3.3%;;;;3.3%;;;;;;;;10.0%;
;;;;;;175;19693;De La Fuente, Ariel E.;50.0%;;;;22.7%;;;18.2%;;;4.5%;;;;4.5%;;;;;;;;;
;;;;;;178;20575;Turco, Jeffrey;41.2%;29.4%;11.8%;;;;11.8%;;;;;5.9%;;;;;;;;;;;;
;;;;;;DB1;15143;Riesbeck, David J.;36.7%;26.7%;6.7%;;3.3%;;13.3%;3.3%;3.3%;;;;;;6.7%;;;;;;;;;
;;;;;;DB2;15144;Riesbeck, David J.;53.8%;15.4%;;;7.7%;7.7%;3.8%;3.8%;3.8%;3.8%;;;;;;;;;;;;;;
;;;;;;DB3;15156;Riesbeck, David J.;37.9%;13.8%;6.9%;;17.2%;3.4%;13.8%;;;;;;;;3.4%;;;;;;;;3.4%;
;;;;;;DB4;15162;Riesbeck, David J.;42.9%;14.3%;10.7%;;3.6%;3.6%;7.1%;3.6%;;;;3.6%;;;7.1%;;;;;;;;3.6%;
;;;;;;DB5;19694;Smith, Michael G.;35.3%;5.9%;;;5.9%;11.8%;5.9%;;;;;;;;23.5%;;;;;;;;11.8%;
;;;;;;DB6;22446;Pinto, Rhodes L.;33.3%;33.3%;;;20.0%;;6.7%;;;;;;;;;;;;;;;;6.7%;
;;;;;;DB7;22469;Pinto, Rhodes L.;23.1%;34.6%;3.8%;;3.8%;11.5%;;7.7%;3.8%;;3.8%;3.8%;;;;;;;;;;;3.8%;
;;;;;;DB8;22487;Pinto, Rhodes L.;18.8%;25.0%;6.3%;;18.8%;;18.8%;6.3%;;;;;;;6.3%;;;;;;;;;
;;;;;;DB9;24662;Pinto, Rhodes L.;19.2%;15.4%;;;7.7%;3.8%;11.5%;3.8%;3.8%;7.7%;3.8%;;;;15.4%;;;3.8%;;;;;3.8%;
;;;Crit Think & Com I-Honors;202420;Spring 2024;145;23334;Chen, Huiying;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;;;;;DB8;22487;Pinto, Rhodes L.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;10200;Crit Think & Com II;202420;Spring 2024;032;15650;Malone, Michael J.;36.7%;23.3%;3.3%;;10.0%;3.3%;20.0%;;;3.3%;;;;;;;;;;;;;;
;;;;;;033;15651;Malone, Michael J.;37.9%;37.9%;;;3.4%;3.4%;17.2%;;;;;;;;;;;;;;;;;
;;;;;;034;15652;Malone, Michael J.;50.0%;23.3%;10.0%;;6.7%;;10.0%;;;;;;;;;;;;;;;;;
;;;;;;035;15653;Malone, Michael J.;30.0%;26.7%;3.3%;;16.7%;;13.3%;;;6.7%;;;;;;;;;;;;;3.3%;
;;;;;;036;15684;Irvine, Tina A.;18.2%;22.7%;4.5%;;;13.6%;22.7%;4.5%;;;;;;;9.1%;;;;;;;;4.5%;
;;;;;;038;15688;Irvine, Tina A.;40.0%;23.3%;;;3.3%;6.7%;26.7%;;;;;;;;;;;;;;;;;
;;;;;;113;14564;White, William;40.7%;7.4%;;;3.7%;7.4%;11.1%;;3.7%;11.1%;3.7%;;7.4%;;;;;;;;;;3.7%;
